;�..Isolate;Collection.Year;Accession.number;Source;Continent;Country;Region;ptxA;ptxP;fim3;fim2;prn.allele;prn.expression;If.PRN.negative.state.event;Insertion.of.IS481.in.PRN;Western.Blot.prn.expression.NRC.Institut.Pasteur;Longitude;Latitude;Precision_loc;Dataset
1591;BP310;2006;ERR1775198;Zomer et. al. (2018);Asia;JP;Tohoku;ptxA2;ptxP1;fim3-1;fim2-1;;prn-;event15;no;NA;140,8691498;38,2677554;Region;Zomer et al. 2018
1592;BP311;2006;ERR1775199;Zomer et. al. (2018);Asia;JP;Tohoku;ptxA2;ptxP1;fim3-1;fim2-1;Prn 1;prn+;;no;NA;140,8691498;38,2677554;Region;Zomer et al. 2018
1593;BP313;2006;ERR1775200;Zomer et. al. (2018);Asia;JP;Kanto;ptxA2;ptxP1;fim3-1;fim2-1;;prn-;event24;IS481 insertion;NA;139,7594549;35,6828387;Region;Zomer et al. 2018
1594;BP314;2007;ERR1775201;Zomer et. al. (2018);Asia;JP;Kanto;ptxA2;ptxP1;fim3-1;fim2-1;;prn-;event15;no;NA;139,7594549;35,6828387;Region;Zomer et al. 2018
1595;BP316;2007;ERR1775202;Zomer et. al. (2018);Asia;JP;Tohoku;ptxA1;ptxP1;fim3-1;fim2-1;Prn 1;prn+;;no;NA;140,8691498;38,2677554;Region;Zomer et al. 2018
1596;BP327;2007;ERR1775204;Zomer et. al. (2018);Asia;JP;Shikoku;ptxA2;ptxP1;fim3-1;fim2-1;Prn 1;prn+;;no;NA;132,7653521;33,8395188;Region;Zomer et al. 2018
1597;BP330;2007;ERR1775206;Zomer et. al. (2018);Asia;JP;Chubu;ptxA1;ptxP3;fim3-2;fim2-1;Prn 2;prn+;;no;NA;136,8998438;35,1851045;Region;Zomer et al. 2018
1598;BP343;2007;ERR1775210;Zomer et. al. (2018);Asia;JP;Kanto;ptxA1;ptxP3;fim3-1;fim2-1;Prn 2;prn+;;no;NA;139,7594549;35,6828387;Region;Zomer et al. 2018
1599;BP338;2008;ERR1775207;Zomer et. al. (2018);Asia;JP;Kinki;ptxA1;ptxP3;fim3-2;fim2-1;Prn 2;prn+;;no;NA;135,490357;34,6198813;Region;Zomer et al. 2018
1600;BP341;2008;ERR1775209;Zomer et. al. (2018);Asia;JP;Kinki;ptxA2;ptxP1;fim3-1;fim2-1;Prn 1;prn+;;no;NA;135,490357;34,6198813;Region;Zomer et al. 2018
1601;BP344;2008;ERR1775211;Zomer et. al. (2018);Asia;JP;Chubu;ptxA1;ptxP3;fim3-2;fim2-1;Prn 2;prn+;;no;NA;136,8998438;35,1851045;Region;Zomer et al. 2018
1602;KonanBP1;2008;ERR1775283;Zomer et. al. (2018);Asia;JP;;ptxA2;ptxP1;fim3-1;fim2-1;;prn-;event15;no;NA;NA;NA;Country;Zomer et al. 2018
1603;KonanBP10;2008;ERR1775284;Zomer et. al. (2018);Asia;JP;;ptxA2;ptxP1;fim3-1;fim2-1;;prn-;event15;no;NA;NA;NA;Country;Zomer et al. 2018
1604;KonanBP11;2008;ERR1775285;Zomer et. al. (2018);Asia;JP;;ptxA2;ptxP1;fim3-1;fim2-1;;prn-;event15;no;NA;NA;NA;Country;Zomer et al. 2018
1605;KonanBP2;2008;ERR1775286;Zomer et. al. (2018);Asia;JP;;ptxA2;ptxP1;fim3-1;fim2-1;;prn-;event15;no;NA;NA;NA;Country;Zomer et al. 2018
1606;KonanBP3;2008;ERR1775287;Zomer et. al. (2018);Asia;JP;;ptxA2;ptxP1;fim3-1;fim2-1;;prn-;event15;no;NA;NA;NA;Country;Zomer et al. 2018
1607;KonanBP4;2008;ERR1775288;Zomer et. al. (2018);Asia;JP;;ptxA2;ptxP1;fim3-1;fim2-1;;prn-;event15;no;NA;NA;NA;Country;Zomer et al. 2018
1608;KonanBP5;2008;ERR1775289;Zomer et. al. (2018);Asia;JP;;ptxA2;ptxP1;fim3-1;fim2-1;;prn-;event15;no;NA;NA;NA;Country;Zomer et al. 2018
1609;KonanBP6;2008;ERR1775290;Zomer et. al. (2018);Asia;JP;;ptxA2;ptxP1;fim3-1;fim2-1;;prn-;event15;no;NA;NA;NA;Country;Zomer et al. 2018
1610;KonanBP7;2008;ERR1775291;Zomer et. al. (2018);Asia;JP;;ptxA2;ptxP1;fim3-1;fim2-1;;prn-;event15;no;NA;NA;NA;Country;Zomer et al. 2018
1611;KonanBP8;2008;ERR1775292;Zomer et. al. (2018);Asia;JP;;ptxA2;ptxP1;fim3-1;fim2-1;;prn-;event15;no;NA;NA;NA;Country;Zomer et al. 2018
1612;KonanBP9;2008;ERR1775293;Zomer et. al. (2018);Asia;JP;;ptxA1;ptxP3;fim3-1;fim2-1;Prn 2;prn+;;no;NA;NA;NA;Country;Zomer et al. 2018
1613;BP346;2009;ERR1775212;Zomer et. al. (2018);Asia;JP;Chubu;ptxA2;ptxP1;fim3-1;fim2-1;;prn-;event15;no;NA;136,8998438;35,1851045;Region;Zomer et al. 2018
1614;BP347;2009;ERR1775213;Zomer et. al. (2018);Asia;JP;Shikoku;ptxA1;ptxP3;fim3-1;fim2-1;Prn 9;prn+;;no;NA;132,7653521;33,8395188;Region;Zomer et al. 2018
1615;BP348;2009;ERR1775214;Zomer et. al. (2018);Asia;JP;Kinki;ptxA1;ptxP3;fim3-1;fim2-1;Prn 2;prn+;;no;NA;135,490357;34,6198813;Region;Zomer et al. 2018
1616;BP349;2009;ERR1775215;Zomer et. al. (2018);Asia;JP;Kyushu;ptxA2;ptxP1;fim3-1;fim2-1;Prn 1;prn+;;no;NA;130,6180016;33,6251241;Region;Zomer et al. 2018
1617;BP350;2009;ERR1775217;Zomer et. al. (2018);Asia;JP;Kinki;ptxA2;ptxP1;fim3-1;fim2-1;Prn 1;prn+;;no;NA;135,490357;34,6198813;Region;Zomer et al. 2018
1618;BP351;2009;ERR1775218;Zomer et. al. (2018);Asia;JP;Shikoku;ptxA2;ptxP1;fim3-1;fim2-1;;prn-;event24;IS481 insertion;NA;132,7653521;33,8395188;Region;Zomer et al. 2018
1619;KonanBP12;2009;ERR1775294;Zomer et. al. (2018);Asia;JP;;ptxA2;ptxP1;fim3-1;fim2-1;;prn-;event15;no;NA;NA;NA;Country;Zomer et al. 2018
1620;KonanBP13;2009;ERR1775295;Zomer et. al. (2018);Asia;JP;;ptxA2;ptxP1;fim3-1;fim2-1;;prn-;event15;no;NA;NA;NA;Country;Zomer et al. 2018
1621;KonanBP14;2009;ERR1775296;Zomer et. al. (2018);Asia;JP;Chubu;ptxA2;ptxP1;fim3-1;fim2-1;;prn-;event15;no;NA;136,8998438;35,1851045;Region;Zomer et al. 2018
1622;KonanBP15;2009;ERR1775297;Zomer et. al. (2018);Asia;JP;;ptxA2;ptxP1;fim3-1;fim2-1;;prn-;event15;no;NA;NA;NA;Country;Zomer et al. 2018
1623;KonanBP16;2009;ERR1775298;Zomer et. al. (2018);Asia;JP;;ptxA2;ptxP1;fim3-1;fim2-1;;prn-;event15;no;NA;NA;NA;Country;Zomer et al. 2018
1624;KonanBP17;2009;ERR1775299;Zomer et. al. (2018);Asia;JP;;ptxA2;ptxP1;fim3-1;fim2-1;;prn-;event15;no;NA;NA;NA;Country;Zomer et al. 2018
1625;BP361;2010;ERR1775220;Zomer et. al. (2018);Asia;JP;Kyushu;ptxA2;ptxP1;fim3-1;fim2-1;;prn-;event15;no;NA;130,6180016;33,6251241;Region;Zomer et al. 2018
1626;BP364;2010;ERR1775221;Zomer et. al. (2018);Asia;JP;Kanto;ptxA1;ptxP3;fim3-1;fim2-1;Prn 2;prn+;;no;NA;139,7594549;35,6828387;Region;Zomer et al. 2018
1627;BP367;2010;ERR1775222;Zomer et. al. (2018);Asia;JP;Kyushu;ptxA1;ptxP3;fim3-1;fim2-1;Prn 2;prn+;;no;NA;130,6180016;33,6251241;Region;Zomer et al. 2018
1628;BP371;2010;ERR1775224;Zomer et. al. (2018);Asia;JP;Kyushu;ptxA2;ptxP1;fim3-1;fim2-1;Prn 1;prn+;;no;NA;130,6180016;33,6251241;Region;Zomer et al. 2018
1629;BP462;2010;ERR1775240;Zomer et. al. (2018);Asia;JP;Kanto;ptxA1;ptxP3;fim3-1;fim2-1;Prn 2;prn+;;no;NA;139,7594549;35,6828387;Region;Zomer et al. 2018
1630;KonanBP18;2010;ERR1775300;Zomer et. al. (2018);Asia;JP;;ptxA1;ptxP3;fim3-1;fim2-1;Prn 2;prn+;;no;NA;NA;NA;Country;Zomer et al. 2018
1631;KonanBP19;2010;ERR1775301;Zomer et. al. (2018);Asia;JP;;ptxA1;ptxP3;fim3-1;fim2-1;Prn 2;prn+;;no;NA;NA;NA;Country;Zomer et al. 2018
1632;BP379;2011;ERR1775225;Zomer et. al. (2018);Asia;JP;Kyushu;ptxA1;ptxP3;fim3-1;fim2-1;Prn 2;prn+;;no;NA;130,6180016;33,6251241;Region;Zomer et al. 2018
1633;BP390;2011;ERR1775226;Zomer et. al. (2018);Asia;JP;Kinki;ptxA2;ptxP1;fim3-1;fim2-1;;prn-;event15;no;NA;135,490357;34,6198813;Region;Zomer et al. 2018
1634;BP399;2011;ERR1775227;Zomer et. al. (2018);Asia;JP;Kinki;ptxA1;ptxP3;fim3-1;fim2-1;Prn 2;prn+;;no;NA;135,490357;34,6198813;Region;Zomer et al. 2018
1635;BP404;2011;ERR1775229;Zomer et. al. (2018);Asia;JP;Kyushu;ptxA1;ptxP3;fim3-1;fim2-1;Prn 2;prn+;;no;NA;130,6180016;33,6251241;Region;Zomer et al. 2018
1636;BP451;2011;ERR1775238;Zomer et. al. (2018);Asia;JP;Kinki;ptxA2;ptxP1;fim3-1;fim2-1;;prn-;event15;no;NA;135,490357;34,6198813;Region;Zomer et al. 2018
1637;KonanBP20;2011;ERR1775302;Zomer et. al. (2018);Asia;JP;;ptxA1;ptxP3;fim3-1;fim2-1;Prn 2;prn+;;no;NA;NA;NA;Country;Zomer et al. 2018
1638;KonanBP21;2011;ERR1775303;Zomer et. al. (2018);Asia;JP;;ptxA1;ptxP3;fim3-1;fim2-1;Prn 2;prn+;;no;NA;NA;NA;Country;Zomer et al. 2018
1639;KonanBP22;2011;ERR1775304;Zomer et. al. (2018);Asia;JP;;ptxA1;ptxP3;fim3-1;fim2-1;Prn 2;prn+;;no;NA;NA;NA;Country;Zomer et al. 2018
1640;KonanBP23;2011;ERR1775305;Zomer et. al. (2018);Asia;JP;;ptxA1;ptxP3;fim3-1;fim2-1;Prn 2;prn+;;no;NA;NA;NA;Country;Zomer et al. 2018
1641;KonanBP24;2011;ERR1775306;Zomer et. al. (2018);Asia;JP;;ptxA1;ptxP3;fim3-1;fim2-1;Prn 2;prn+;;no;NA;NA;NA;Country;Zomer et al. 2018
1642;KonanBP25;2011;ERR1775307;Zomer et. al. (2018);Asia;JP;;ptxA1;ptxP3;fim3-1;fim2-1;Prn 2;prn+;;no;NA;NA;NA;Country;Zomer et al. 2018
1643;KonanBP26;2011;ERR1775308;Zomer et. al. (2018);Asia;JP;;ptxA2;ptxP1;fim3-1;fim2-1;Prn 1;prn+;;no;NA;NA;NA;Country;Zomer et al. 2018
1644;KonanBP27;2011;ERR1775309;Zomer et. al. (2018);Asia;JP;Chubu;ptxA2;ptxP1;fim3-1;fim2-1;;prn-;event15;no;NA;136,8998438;35,1851045;Region;Zomer et al. 2018
1645;KonanBP28;2011;ERR1775310;Zomer et. al. (2018);Asia;JP;;ptxA1;ptxP3;fim3-1;fim2-1;Prn 2;prn+;;no;NA;NA;NA;Country;Zomer et al. 2018
1646;KonanBP29;2011;ERR1775311;Zomer et. al. (2018);Asia;JP;;ptxA1;ptxP3;fim3-1;fim2-1;Prn 2;prn+;;no;NA;NA;NA;Country;Zomer et al. 2018
1647;KonanBP30;2011;ERR1775312;Zomer et. al. (2018);Asia;JP;;ptxA2;ptxP1;fim3-1;fim2-1;Prn 1;prn+;;no;NA;NA;NA;Country;Zomer et al. 2018
1648;KonanBP31;2011;ERR1775313;Zomer et. al. (2018);Asia;JP;;ptxA2;ptxP1;fim3-1;fim2-1;;prn-;event15;no;NA;NA;NA;Country;Zomer et al. 2018
1649;BP409;2012;ERR1775230;Zomer et. al. (2018);Asia;JP;Tohoku;ptxA1;ptxP3;fim3-1;fim2-1;Prn 2;prn+;;no;NA;140,8691498;38,2677554;Region;Zomer et al. 2018
1650;BP412;2012;ERR1775232;Zomer et. al. (2018);Asia;JP;Shikoku;ptxA2;ptxP1;fim3-1;fim2-1;;prn-;event15;no;NA;132,7653521;33,8395188;Region;Zomer et al. 2018
1651;BP413;2012;ERR1775233;Zomer et. al. (2018);Asia;JP;Kanto;ptxA1;ptxP3;fim3-1;fim2-1;Prn 2;prn+;;no;NA;139,7594549;35,6828387;Region;Zomer et al. 2018
1652;BP414;2012;ERR1775234;Zomer et. al. (2018);Asia;JP;Chubu;ptxA1;ptxP3;fim3-1;fim2-1;Prn 2;prn+;;no;NA;136,8998438;35,1851045;Region;Zomer et al. 2018
1653;BP454;2012;ERR1775239;Zomer et. al. (2018);Asia;JP;Tohoku;ptxA1;ptxP3;fim3-2;fim2-1;Prn 9;prn+;;no;NA;140,8691498;38,2677554;Region;Zomer et al. 2018
1654;KonanBP32;2012;ERR1775314;Zomer et. al. (2018);Asia;JP;;ptxA1;ptxP3;fim3-1;fim2-1;Prn 2;prn+;;no;NA;NA;NA;Country;Zomer et al. 2018
1655;KonanBP33;2012;ERR1775315;Zomer et. al. (2018);Asia;JP;;ptxA1;ptxP3;fim3-1;fim2-1;Prn 2;prn+;;no;NA;NA;NA;Country;Zomer et al. 2018
1656;KonanBP34;2012;ERR1775316;Zomer et. al. (2018);Asia;JP;;ptxA1;ptxP3;fim3-1;fim2-1;Prn 2;prn+;;no;NA;NA;NA;Country;Zomer et al. 2018
1657;KonanBP35;2012;ERR1775317;Zomer et. al. (2018);Asia;JP;;ptxA1;ptxP3;fim3-1;fim2-1;Prn 2;prn+;;no;NA;NA;NA;Country;Zomer et al. 2018
1658;KonanBP36;2012;ERR1775318;Zomer et. al. (2018);Asia;JP;;ptxA1;ptxP3;fim3-1;fim2-1;Prn 2;prn+;;no;NA;NA;NA;Country;Zomer et al. 2018
1659;BP473;2013;ERR1775241;Zomer et. al. (2018);Asia;JP;Shikoku;ptxA1;ptxP3;fim3-1;fim2-1;Prn 2;prn+;;no;NA;132,7653521;33,8395188;Region;Zomer et al. 2018
1660;BP474;2013;ERR1775242;Zomer et. al. (2018);Asia;JP;Kyushu;ptxA2;ptxP1;fim3-1;fim2-1;Prn 1;prn+;;no;NA;130,6180016;33,6251241;Region;Zomer et al. 2018
1661;BP479;2013;ERR1775243;Zomer et. al. (2018);Asia;JP;Kinki;ptxA1;ptxP3;fim3-1;fim2-1;Prn 2;prn+;;no;NA;135,490357;34,6198813;Region;Zomer et al. 2018
1662;BP481;2013;ERR1775244;Zomer et. al. (2018);Asia;JP;Kinki;ptxA2;ptxP1;fim3-1;fim2-1;;prn-;event15;no;NA;135,490357;34,6198813;Region;Zomer et al. 2018
1663;BP482;2013;ERR1775245;Zomer et. al. (2018);Asia;JP;Kanto;ptxA1;ptxP3;fim3-1;fim2-1;Prn 2;prn+;;no;NA;139,7594549;35,6828387;Region;Zomer et al. 2018
1664;KonanBP37;2013;ERR1775319;Zomer et. al. (2018);Asia;JP;;ptxA1;ptxP3;fim3-1;fim2-1;Prn 2;prn+;;no;NA;NA;NA;Country;Zomer et al. 2018
1665;KonanBP38;2013;ERR1775320;Zomer et. al. (2018);Asia;JP;;ptxA1;ptxP3;fim3-1;fim2-1;Prn 2;prn+;;no;NA;NA;NA;Country;Zomer et al. 2018
1666;KonanBP39;2013;ERR1775321;Zomer et. al. (2018);Asia;JP;;ptxA1;ptxP3;fim3-1;fim2-1;Prn 2;prn+;;no;NA;NA;NA;Country;Zomer et al. 2018
1667;BP484;2014;ERR1775246;Zomer et. al. (2018);Asia;JP;Kyushu;ptxA1;ptxP3;fim3-1;fim2-1;Prn 2;prn+;;no;NA;130,6180016;33,6251241;Region;Zomer et al. 2018
1668;BP486;2014;ERR1775247;Zomer et. al. (2018);Asia;JP;Shikoku;ptxA1;ptxP3;fim3-1;fim2-1;Prn 2;prn+;;no;NA;132,7653521;33,8395188;Region;Zomer et al. 2018
1669;BP490;2014;ERR1775248;Zomer et. al. (2018);Asia;JP;Chugoku;ptxA1;ptxP3;fim3-2;fim2-1;Prn 2;prn+;;no;NA;132,4518156;34,3916058;Region;Zomer et al. 2018
1670;BP502;2014;ERR1775250;Zomer et. al. (2018);Asia;JP;Kanto;ptxA1;ptxP3;fim3-1;fim2-1;Prn 2;prn+;;no;NA;139,7594549;35,6828387;Region;Zomer et al. 2018
1671;BP504;2014;ERR1775251;Zomer et. al. (2018);Asia;JP;Kinki;ptxA1;ptxP3;fim3-1;fim2-1;Prn 2;prn+;;no;NA;135,490357;34,6198813;Region;Zomer et al. 2018
1672;224-8;2008;SRR5858783;NCBI - Universidad Autonoma de Nuevo Leon;America;MX;;ptxA1;ptxP3;fim3-2;fim2-1;Prn 2;prn+;;no;NA;NA;NA;Country;NCBI (Universidad Autonoma de Nuevo Leon
1673;601-9;2009;SRR5858782;NCBI - Universidad Autonoma de Nuevo Leon;America;MX;;ptxA1;ptxP3;fim3-2;fim2-1;Prn 2;prn+;;no;NA;NA;NA;Country;NCBI (Universidad Autonoma de Nuevo Leon
1674;620-12;2012;SRR5858785;NCBI - Universidad Autonoma de Nuevo Leon;America;MX;;ptxA1;ptxP3;fim3-1;fim2-1;Prn 2;prn+;;no;NA;NA;NA;Country;NCBI (Universidad Autonoma de Nuevo Leon
1675;781-14;2014;SRR5858784;NCBI - Universidad Autonoma de Nuevo Leon;America;MX;;ptxA1;ptxP3;fim3-1;fim2-1;Prn 2;prn+;;no;NA;NA;NA;Country;NCBI (Universidad Autonoma de Nuevo Leon
1676;B4164;2014;ERR6096389     ;This_study;Europe;NL;;ptxA1;ptxP3;fim3-2;fim2-1;Prn 2;prn+;;no;NA;NA;NA;Country;EU_dataset
1677;B4165;2014;ERR6096390     ;This_study;Europe;NL;;ptxA1;ptxP3;fim3-2;fim2-1;Prn 2;prn+;;no;NA;NA;NA;Country;EU_dataset
1678;B4170;2014;ERR6096391     ;This_study;Europe;NL;;ptxA1;ptxP3;fim3-1;fim2-1;Prn 2;prn+;;no;NA;NA;NA;Country;EU_dataset
1679;B4171;2014;ERR6096392     ;This_study;Europe;NL;;ptxA1;ptxP3;fim3-1;fim2-1;Prn 2;prn+;;no;NA;NA;NA;Country;EU_dataset
1680;B4176;2014;ERR6096393     ;This_study;Europe;NL;;ptxA1;ptxP3;fim3-1;fim2-1;Prn 2;prn+;;no;NA;NA;NA;Country;EU_dataset
1681;B4209;2014;ERR6096394     ;This_study;Europe;NL;;ptxA1;ptxP3;fim3-1;fim2-1;Prn 2;prn+;;no;NA;NA;NA;Country;EU_dataset
1682;B4216;2014;ERR6096395     ;This_study;Europe;NL;;ptxA1;ptxP3;fim3-1;fim2-1;Prn 2;prn+;;no;NA;NA;NA;Country;EU_dataset
1683;B4221;2014;ERR6096396     ;This_study;Europe;NL;;ptxA1;ptxP3;fim3-1;fim2-1;Prn 2;prn+;;no;NA;NA;NA;Country;EU_dataset
1684;B4222;2014;ERR6096397     ;This_study;Europe;NL;;ptxA1;ptxP3;fim3-2;fim2-1;Prn 2;prn+;;no;NA;NA;NA;Country;EU_dataset
1685;B4245;2014;ERR6096398     ;This_study;Europe;NL;;ptxA1;ptxP3;fim3-2;fim2-1;;prn-;;IS481 insertion;NA;NA;NA;Country;EU_dataset
1686;B4256;2015;ERR6096399     ;This_study;Europe;NL;EastNetherlands;ptxA1;ptxP3;fim3-1;fim2-1;Prn 2;prn+;;no;NA;6,0977204;52,5145652;City;EU_dataset
1687;B4258;2015;ERR6096400     ;This_study;Europe;NL;EastNetherlands;ptxA1;ptxP3;fim3-1;fim2-1;Prn 2;prn+;;no;NA;6,0977204;52,5145652;City;EU_dataset
1688;B4262;2015;ERR6096401     ;This_study;Europe;NL;WestNetherlands;ptxA1;ptxP3;fim3-2;fim2-1;Prn 2;prn+;;no;NA;4,8979755;52,3745403;City;EU_dataset
1689;B4268;2015;ERR6096402     ;This_study;Europe;NL;EastNetherlands;ptxA1;ptxP3;fim3-1;fim2-1;;prn-;event27;no;NA;6,7955256;52,2523195;City;EU_dataset
1690;B4274;2015;ERR6096403     ;This_study;Europe;NL;WestNetherlands;ptxA1;ptxP3;fim3-2;fim2-1;Prn 2;prn+;;no;NA;4,2696802;52,0749456;City;EU_dataset
1691;B4276;2015;ERR6096404     ;This_study;Europe;NL;EastNetherlands;ptxA1;ptxP3;fim3-1;fim2-1;Prn 2;prn+;;no;NA;6,7955256;52,2523195;City;EU_dataset
1692;B4283;2015;ERR6096405     ;This_study;Europe;NL;EastNetherlands;ptxA1;ptxP3;fim3-2;fim2-1;Prn 2;prn+;;no;NA;6,7955256;52,2523195;City;EU_dataset
1693;B4284;2015;ERR6096406     ;This_study;Europe;NL;WestNetherlands;ptxA1;ptxP3;fim3-2;fim2-1;Prn 2;prn+;;no;NA;4,8979755;52,3745403;City;EU_dataset
1694;B4300;2015;ERR6096407     ;This_study;Europe;NL;;ptxA1;ptxP3;fim3-2;fim2-1;Prn 2;prn+;;no;NA;NA;NA;Country;EU_dataset
1695;B4312;2015;ERR6096408     ;This_study;Europe;NL;;ptxA1;ptxP3;fim3-2;fim2-1;Prn 2;prn+;;no;NA;NA;NA;Country;EU_dataset
1696;B4376;2016;ERR6096409     ;This_study;Europe;NL;;ptxA1;ptxP3;fim3-1;fim2-1;Prn 2;prn+;;no;NA;NA;NA;Country;EU_dataset
1697;B4388;2016;ERR6096410     ;This_study;Europe;NL;;ptxA1;ptxP3;fim3-1;fim2-1;Prn 2;prn+;;no;NA;NA;NA;Country;EU_dataset
1698;B4389;2016;ERR6096411     ;This_study;Europe;NL;;ptxA1;ptxP3;fim3-2;fim2-1;Prn 2;prn+;;no;NA;NA;NA;Country;EU_dataset
1699;B4393;2016;ERR6096412     ;This_study;Europe;NL;;ptxA1;ptxP3;fim3-1;fim2-1;Prn 2;prn+;;no;NA;NA;NA;Country;EU_dataset
1700;B4396;2016;ERR6096413     ;This_study;Europe;NL;;ptxA1;ptxP3;fim3-2;fim2-1;Prn 2;prn+;;no;NA;NA;NA;Country;EU_dataset
1701;B4398;2016;ERR6096414     ;This_study;Europe;NL;;ptxA1;ptxP3;fim3-2;fim2-1;Prn 2;prn+;;no;NA;NA;NA;Country;EU_dataset
1702;B4409;2016;ERR6096415     ;This_study;Europe;NL;;ptxA1;ptxP3;fim3-1;fim2-1;Prn 2;prn+;;no;NA;NA;NA;Country;EU_dataset
1703;B4419;2016;ERR6096416     ;This_study;Europe;NL;;ptxA1;ptxP3;fim3-2;fim2-1;Prn 2;prn+;;no;NA;NA;NA;Country;EU_dataset
1704;B4421;2016;ERR6096417     ;This_study;Europe;NL;;ptxA1;ptxP3;fim3-2;fim2-1;Prn 2;prn+;;no;NA;NA;NA;Country;EU_dataset
1705;B4433;2016;ERR6096418     ;This_study;Europe;NL;;ptxA1;ptxP3;fim3-2;fim2-1;Prn 2;prn+;;no;NA;NA;NA;Country;EU_dataset
1706;435747;2014;ERR6096419     ;This_study;Europe;NO;Sorlandet;ptxA1;ptxP3;fim3-2;fim2-1;Prn 2;prn+;;no;NA;7,4247694;59,1690716;City;EU_dataset
1707;437842;2014;ERR6096420     ;This_study;Europe;NO;Sorlandet;ptxA1;ptxP3;fim3-1;fim2-1;Prn 2;prn+;;no;NA;7,9957333;58,14615;City;EU_dataset
1708;438108;2014;ERR6096421     ;This_study;Europe;NO;Sorlandet;ptxA1;ptxP3;fim3-1;fim2-1;Prn 2;prn+;;no;NA;7,8630201;57,9784217;City;EU_dataset
1709;440894;2014;ERR6096422     ;This_study;Europe;NO;Sorlandet;ptxA1;ptxP3;fim3-1;fim2-1;Prn 2;prn+;;no;NA;7,9957333;58,14615;City;EU_dataset
1710;448488;2014;ERR6096423     ;This_study;Europe;NO;Western Norway;ptxA1;ptxP3;fim3-1;fim2-1;Prn 2;prn+;;no;NA;8,6526703;62,6470288;City;EU_dataset
1711;451705;2014;ERR6096424     ;This_study;Europe;NO;Ostlandet;ptxA1;ptxP3;fim3-1;fim2-1;;prn-;event10;no;NA;10,6459855;59,6957457;City;EU_dataset
1712;454259;2014;ERR6096425     ;This_study;Europe;NO;Vestlandet;ptxA1;ptxP3;fim3-1;fim2-1;Prn 2;prn+;;no;NA;5,7324722;58,9680427;City;EU_dataset
1713;459971;2014;ERR6096426     ;This_study;Europe;NO;Sorlandet;ptxA1;ptxP3;fim3-2;fim2-1;Prn 2;prn+;;no;NA;7,9957333;58,14615;City;EU_dataset
1714;481162;2014;ERR6096428     ;This_study;Europe;NO;Ostlandet;ptxA1;ptxP3;fim3-1;fim2-1;;prn-;;IS481 insertion;NA;10,434835;59,2922933;City;EU_dataset
1715;481463;2014;ERR6096429     ;This_study;Europe;NO;Sorlandet;ptxA1;ptxP3;fim3-1;fim2-1;Prn 2;prn-;event1;no;NA;7,0265143;58,0535178;City;EU_dataset
1716;489512;2015;ERR6096430     ;This_study;Europe;NO;Ostlandet;ptxA1;ptxP3;fim3-1;fim2-1;Prn 2;prn+;;no;NA;8,5122534;59,5734454;City;EU_dataset
1717;491051;2015;ERR6096431     ;This_study;Europe;NO;Sorlandet;ptxA1;ptxP1;Others;fim2-1;Prn 1;prn+;;no;NA;8,9469491;58,4267301;City;EU_dataset
1718;505240;2015;ERR6096432     ;This_study;Europe;NO;Ostlandet;ptxA1;ptxP3;fim3-1;fim2-1;Prn 2;prn+;;no;NA;10,2804322;59,0799004;City;EU_dataset
1719;507264;2015;ERR6096433     ;This_study;Europe;NO;Ostlandet;ptxA1;ptxP3;fim3-1;fim2-1;Prn 2;prn+;;no;NA;10,5011202;59,014867;City;EU_dataset
1720;514418;2015;ERR6096434     ;This_study;Europe;NO;Oslo;ptxA1;ptxP3;fim3-2;fim2-1;Prn 2;prn+;;no;NA;10,7389701;59,9133301;City;EU_dataset
1721;516026;2015;ERR6096435     ;This_study;Europe;NO;Ostlandet;ptxA1;ptxP1;Others;fim2-1;Prn 1;prn+;;no;NA;10,4997108;59,9289639;City;EU_dataset
1722;522975;2015;ERR6096436     ;This_study;Europe;NO;Ostlandet;ptxA1;ptxP3;fim3-1;fim2-1;;prn-;event17;no;NA;10,8566109;60,0804543;City;EU_dataset
1723;522996;2015;ERR6096437     ;This_study;Europe;NO;Ostlandet;ptxA1;Others;fim3-1;fim2-1;;prn-;event17;no;NA;10,8566109;60,0804543;City;EU_dataset
1724;523029;2015;ERR6096438     ;This_study;Europe;NO;Ostlandet;ptxA1;ptxP3;fim3-1;fim2-1;Prn 2;prn+;;no;NA;10,4997108;59,9289639;City;EU_dataset
1725;539982;2015;ERR6096440     ;This_study;Europe;NO;Vestlandet;ptxA1;ptxP3;fim3-1;fim2-1;Prn 2;prn+;;no;NA;5,3543184;58,7326787;City;EU_dataset
1726;463964;2016;ERR6096427     ;This_study;Europe;NO;Western Norway;ptxA1;ptxP3;fim3-1;fim2-1;Prn 2;prn+;;no;NA;6,1470961;62,7173517;City;EU_dataset
1727;528074;2016;ERR6096439     ;This_study;Europe;NO;Ostlandet;ptxA1;ptxP3;fim3-1;fim2-1;Prn 2;prn+;;no;NA;10,5011202;59,014867;City;EU_dataset
1728;541291;2016;ERR6096441     ;This_study;Europe;NO;Ostlandet;ptxA1;ptxP3;fim3-1;fim2-1;Prn 2;prn+;;no;NA;10,5011202;59,014867;City;EU_dataset
1729;541334;2016;ERR6096442     ;This_study;Europe;NO;Ostlandet;ptxA1;ptxP3;fim3-1;fim2-1;Prn 2;prn+;;no;NA;10,5011202;59,014867;City;EU_dataset
